"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus5Val","ENE","ESE","East","NE","NNE","NNW","NW","North","SE","SSE","SSW","SW","South","Variable","WNW","WSW","West"
60.8,88,29.98,18,350,3.6,210,5,25,169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60.8,88,29.98,18,350,3.6,211,5,25,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.8,88,29.98,18,340,0,217,5,25,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60.8,88,29.98,18,360,3.6,211,5,25,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60.8,94,29.98,17,320,3.6,222,5,25,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.01,18,333.206940496,3.6,235,5,25,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60.8,94,30.04,17,300,0,245,5,25,211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64.4,94,30.04,19,320,0,247,5,25,217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64.4,83,30.04,21,330,3.6,251,5,25,211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,73,30.04,23,340,3.6,225,5,25,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,69,30.04,24,300,3.6,237,5,25,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,65,30.01,25,290,7.2,240,5,25,245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.4,61,30.01,26,330,3.6,229,5,25,247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,58,29.98,27,340,3.6,214,5,25,251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,58,29.98,27,340,7.2,222,5,25,225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66.2,65,29.98,26,350,7.2,223,5,25,237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66.2,69,29.98,25,360,7.2,243,5,25,240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66.2,78,30.01,23,360,7.2,275,5,25,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66.2,78,30.01,23,340,0,295,5,25,214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66.2,83,30.04,22,340,3.6,316,5,25,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66.2,83,30.04,22,333.206940496,3.6,326,5,25,223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,78,30.04,22,333.206940496,14.4,276,5,25,243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60.8,73,30.04,21,333.206940496,3.6,180,5,25,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,78,30.04,21,320,7.2,151,6,26,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.2,88,30.04,21,350,14.4,137,6,26,316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,94,30.04,19,350,3.6,168,6,26,326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,94,30.04,19,340,3.6,192,6,26,276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,94,30.04,19,360,7.2,100,6,26,180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62.6,88,30.06,19,350,18,64,6,26,151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62.6,94,30.04,18,290,7.2,63,6,26,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,94,30.04,18,310,7.2,49,6,26,168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,94,30.06,18,330,3.6,38,6,26,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.06,18,320,3.6,32,6,26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,88,30.06,19,330,3.6,40,6,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,88,30.06,19,300,3.6,36,6,26,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,88,30.06,19,320,3.6,34,6,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,83,30.04,20,320,7.2,33,6,26,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.6,78,30.01,21,340,3.6,45,6,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,78,30.01,21,340,3.6,83,6,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,78,29.98,22,360,3.6,69,6,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,78,29.98,22,350,3.6,71,6,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,83,29.98,21,340,3.6,90,6,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,88,30.01,20,340,3.6,102,6,26,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,88,30.04,20,340,3.6,102,6,26,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,88,30.04,20,333.206940496,3.6,87,6,26,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,88,30.04,20,333.206940496,7.2,72,6,26,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,88,30.04,20,333.206940496,10.8,70,6,26,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,88,30.04,19,320,14.4,70,0,27,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,88,30.04,19,350,10.8,66,0,27,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.6,94,30.04,18,360,7.2,75,0,27,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.8,88,30.04,18,350,7.2,90,0,27,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,94,30.01,18,333.206940496,7.2,95,0,27,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.01,18,320,3.6,97,0,27,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60.8,88,30.01,18,333.206940496,10.8,90,0,27,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.6,94,30.04,18,300,3.6,93,0,27,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.04,18,320,3.6,96,0,27,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,88,30.04,19,330,3.6,105,0,27,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,88,30.06,19,340,3.6,119,0,27,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,83,30.04,20,300,3.6,99,0,27,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,78,30.04,21,290,3.6,92,0,27,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,78,30.01,21,330,3.6,104,0,27,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60.8,65,29.98,23,340,3.6,107,0,27,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,69,29.98,23,340,7.2,115,0,27,119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.6,69,29.98,23,350,7.2,120,0,27,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,69,29.98,23,360,10.8,117,0,27,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62.6,78,29.98,21,360,7.2,114,0,27,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62.6,83,30.01,20,340,7.2,134,0,27,107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62.6,88,30.04,19,340,7.2,139,0,27,115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.6,94,30.04,18,333.206940496,7.2,132,0,27,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.6,88,30.06,19,333.206940496,3.6,149,0,27,117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,88,30.06,19,333.206940496,3.6,144,0,27,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.06,18,320,3.6,151,1,28,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60.8,94,30.06,17,350,3.6,161,1,28,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60.8,94,30.06,17,350,0,158,1,28,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,94,30.06,16,340,7.2,137,1,28,149,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,94,30.06,16,360,10.8,122,1,28,144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57.2,94,30.06,15,350,10.8,120,1,28,151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57.2,94,30.09,15,290,14.4,106,1,28,161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57.2,88,30.09,16,310,7.2,85,1,28,158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57.2,77,30.12,18,330,10.8,77,1,28,137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51.8,56,30.12,20,320,14.4,70,1,28,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,46,30.12,22,330,10.8,61,1,28,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44.6,34,30.12,24,300,14.4,33,1,28,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42.8,31,30.09,24,320,7.2,22,1,28,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,28,30.09,25,320,7.2,29,1,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.2,24,30.06,26,340,7.2,25,1,28,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.2,23,30.04,27,340,10.8,33,1,28,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46.4,32,30.04,26,360,10.8,33,1,28,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51.8,44,30.04,24,350,7.2,51,1,28,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55.4,60,30.06,21,340,7.2,87,1,28,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53.6,64,30.06,19,340,7.2,99,1,28,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,56,30.09,19,340,3.6,120,1,28,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55.4,77,30.09,17,333.206940496,3.6,132,1,28,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57.2,88,30.12,16,333.206940496,3.6,142,1,28,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.6,77,30.12,16,333.206940496,3.6,154,1,28,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.2,82,30.12,17,320,7.2,184,2,29,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,88,30.12,17,350,7.2,200,2,29,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,88,30.12,17,350,7.2,167,2,29,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.8,94,30.12,17,350,3.6,202,2,29,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60.8,94,30.12,17,340,3.6,236,2,29,154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.12,18,360,3.6,243,2,29,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.12,18,320,7.2,253,2,29,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.6,94,30.15,18,333.206940496,7.2,217,2,29,167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,94,30.15,18,310,7.2,191,2,29,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,88,30.15,19,320,7.2,161,2,29,236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.8,83,30.18,19,330,10.8,165,2,29,243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,88,30.15,19,330,7.2,163,2,29,253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.6,88,30.15,19,300,3.6,167,2,29,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,88,30.12,20,290,3.6,140,2,29,191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,83,30.12,21,320,7.2,132,2,29,161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.4,78,30.09,22,340,7.2,137,2,29,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,83,30.06,21,340,7.2,136,2,29,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,83,30.06,21,360,3.6,136,2,29,167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,88,30.06,20,360,3.6,151,2,29,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,94,30.06,19,360,0,176,2,29,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64.4,94,30.09,19,340,3.6,204,2,29,137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,88,30.09,19,340,7.2,188,2,29,136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,94,30.09,18,333.206940496,3.6,182,2,29,136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.09,18,333.206940496,3.6,180,2,29,151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62.6,94,30.09,18,320,3.6,173,3,30,176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.09,18,350,7.2,165,3,30,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,94,30.09,18,350,7.2,162,3,30,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,94,30.06,18,340,3.6,148,3,30,182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,94,30.06,18,360,7.2,140,3,30,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,88,30.06,19,350,3.6,147,3,30,173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.6,88,30.06,19,290,3.6,168,3,30,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,88,30.06,19,310,3.6,176,3,30,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,88,30.09,19,330,3.6,189,3,30,148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,94,30.09,19,320,3.6,177,3,30,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,88,30.09,20,330,7.2,161,3,30,147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.4,88,30.06,20,300,7.2,152,3,30,168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.4,83,30.04,21,320,3.6,167,3,30,176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,83,30.04,21,320,3.6,180,3,30,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,78,30.01,22,340,7.2,202,3,30,177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.4,78,29.98,22,340,7.2,227,3,30,161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.4,78,29.98,22,360,3.6,249,3,30,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,83,29.95,21,350,3.6,264,3,30,167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,88,29.98,20,340,3.6,265,3,30,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,94,29.98,19,340,3.6,269,3,30,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,94,29.98,19,340,0,270,3,30,227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64.4,94,30.01,19,333.206940496,3.6,264,3,30,249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66.2,88,30.01,21,333.206940496,10.8,219,3,30,264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,88,29.98,20,333.206940496,3.6,195,3,30,265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66.2,94,29.98,20,320,7.2,185,4,1,269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64.4,88,29.98,20,350,3.6,142,4,1,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,94,29.98,19,350,3.6,140,4,1,264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.4,94,29.95,19,340,0,124,4,1,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62.6,94,29.95,18,360,7.2,116,4,1,195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64.4,100,29.95,18,350,7.2,114,4,1,185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62.6,94,29.95,18,290,7.2,102,4,1,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64.4,100,29.98,18,310,3.6,86,4,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.4,94,30.01,19,330,10.8,50,4,1,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64.4,88,30.01,20,320,10.8,24,4,1,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62.6,73,30.01,22,330,10.8,12,4,1,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60.8,61,30.01,24,300,10.8,15,4,1,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53.6,42,29.98,26,320,14.4,21,4,1,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51.8,37,29.98,27,320,10.8,20,4,1,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53.6,42,29.95,26,340,7.2,17,4,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6,26,29.92,28,340,14.4,15,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48.2,32,29.95,27,360,10.8,11,4,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55.4,47,29.95,25,350,3.6,15,4,1,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44.6,32,29.95,25,340,14.4,11,4,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42.8,38,29.98,21,340,14.4,10,4,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,35,30.01,21,340,14.4,7,4,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42.8,45,30.04,18,333.206940496,10.8,3,4,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46.4,67,30.04,14,333.206940496,10.8,6,4,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42.8,59,30.06,14,333.206940496,7.2,22,4,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44.6,67,30.06,13,320,7.2,20,5,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42.8,59,30.06,14,350,7.2,11,5,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42.8,63,30.06,13,350,7.2,10,5,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46.4,82,30.04,11,340,3.6,10,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46.4,87,30.04,10,360,3.6,11,5,2,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46.4,87,30.04,10,350,7.2,17,5,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44.6,76,30.04,11,290,7.2,24,5,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46.4,82,30.04,11,310,7.2,21,5,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46.4,63,30.06,15,330,10.8,11,5,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.2,37,30.06,19,320,3.6,18,5,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.4,29,30.04,22,330,3.6,23,5,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.6,25,30.01,23,300,10.8,22,5,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,19,29.95,25,320,14.4,23,5,2,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.8,20,29.92,26,320,18,18,5,2,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.8,18,29.89,27,340,21.6,21,5,2,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.8,18,29.86,27,340,25.2,18,5,2,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.8,18,29.83,27,360,25.2,33,5,2,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26.6,14,29.86,27,350,25.2,6,5,2,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,35,29.86,21,340,14.4,6,5,2,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,23,29.89,22,340,14.4,17,5,2,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37.4,39,29.92,17,340,7.2,11,5,2,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35.6,37,29.92,17,333.206940496,7.2,10,5,2,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.2,48,29.95,15,333.206940496,10.8,9,5,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44.6,72,29.98,12,333.206940496,7.2,9,5,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.2,54,29.98,13,320,7.2,6,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,62,29.98,12,350,7.2,4,6,3,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.2,30,29.98,17,350,18,4,6,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.6,47,29.98,13,340,7.2,1,6,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33.8,47,29.98,12,360,10.8,4,6,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.2,71,30.01,9,350,0,11,6,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.2,71,30.01,9,290,3.6,10,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42.8,76,30.04,10,310,7.2,16,6,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.8,36,30.04,16,320,3.6,13,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.6,34,30.04,18,330,3.6,13,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.6,20,30.04,21,340,21.6,16,6,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.8,18,30.01,21,300,14.4,8,6,3,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24.8,18,30.01,21,290,10.8,11,6,3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24.8,17,29.95,22,330,18,13,6,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24.8,16,29.92,23,340,18,7,6,3,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.2,20,29.89,23,340,10.8,3,6,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.2,22,29.89,22,350,14.4,7,6,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,25,29.89,21,350,14.4,12,6,3,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33.8,32,29.89,18,350,14.4,21,6,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35.6,37,29.89,17,340,10.8,39,6,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42.8,59,29.92,14,340,7.2,52,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6,63,29.95,14,340,3.6,58,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42.8,59,29.95,14,333.206940496,7.2,62,6,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.8,63,29.98,13,333.206940496,3.6,67,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.6,76,29.98,11,320,7.2,72,0,4,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42.8,76,30.01,10,350,10.8,49,0,4,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42.8,63,30.01,13,350,18,53,0,4,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42.8,76,30.04,10,340,3.6,37,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,76,30.04,9,360,7.2,23,0,4,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,76,30.06,9,350,3.6,13,0,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.4,58,30.09,11,290,3.6,11,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.4,58,30.12,11,310,7.2,12,0,4,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37.4,48,30.15,14,330,10.8,18,0,4,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30.2,30,30.15,17,320,10.8,13,0,4,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,30,30.15,18,330,3.6,18,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28.4,24,30.15,19,300,7.2,11,0,4,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,25,30.12,21,320,3.6,10,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.2,23,30.09,21,320,7.2,10,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,15,30.06,23,340,18,16,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
